,,,,,,,,
,ID точки,Дата,Входящий остаток (остаток на начало дня),Снятие (выдача наличных клиентам) ,Внесение (депозиты клиентов),Подкрепление (подкрепление отделения / загрузка банкомата службой инкассации),Вывоз (инкассация отделения / разгрузка банкомата),Исходящий остаток (остаток на конец дня)
,Банкомат_15,12.08.2018,445000,162300,44000,0,0,326700
,Банкомат_15,13.08.2018,326700,181500,45000,4000000,326700,3863500
,Банкомат_15,14.08.2018,3863500,42400,72000,0,0,3893100
,Банкомат_15,15.08.2018,3893100,45600,18000,0,0,3865500
,Банкомат_15,16.08.2018,3865500,52600,3000,0,0,3815900
,Банкомат_15,17.08.2018,3815900,42100,29000,0,0,3802800
,Банкомат_15,18.08.2018,3802800,46000,52000,0,0,3808800
,Банкомат_15,19.08.2018,3808800,46800,97000,0,0,3859000
,Банкомат_15,20.08.2018,3859000,40300,84000,0,0,3902700
,Банкомат_15,21.08.2018,3902700,47900,95000,0,0,3949800
,Банкомат_15,22.08.2018,3949800,52400,5000,0,0,3902400
,Банкомат_15,23.08.2018,3902400,40400,74000,0,0,3936000
,Банкомат_15,24.08.2018,3936000,40300,32000,0,0,3927700
,Банкомат_15,25.08.2018,3927700,49400,22000,0,0,3900300
,Банкомат_15,26.08.2018,3900300,48800,45000,0,0,3896500
,Банкомат_15,27.08.2018,3896500,54400,18000,0,0,3860100
,Банкомат_15,28.08.2018,3860100,51300,21000,0,0,3829800
,Банкомат_15,29.08.2018,3829800,55300,58000,0,0,3832500
,Банкомат_15,30.08.2018,3832500,40500,16000,0,0,3808000
,Банкомат_15,31.08.2018,3808000,42100,64000,0,0,3829900
,Банкомат_15,01.09.2018,3829900,187600,8000,0,0,3650300
,Банкомат_15,02.09.2018,3650300,198200,11000,0,0,3463100
,Банкомат_15,03.09.2018,3463100,168700,6000,0,0,3300400
,Банкомат_15,04.09.2018,3300400,51600,67000,0,0,3315800
,Банкомат_15,05.09.2018,3315800,44500,29000,0,0,3300300
,Банкомат_15,06.09.2018,3300300,42900,17000,0,0,3274400
,Банкомат_15,07.09.2018,3274400,51900,3000,0,0,3225500
,Банкомат_15,08.09.2018,3225500,40700,1000,0,0,3185800
,Банкомат_15,09.09.2018,3185800,149500,66000,0,0,3102300
,Банкомат_15,10.09.2018,3102300,174800,64000,0,0,2991500
,Банкомат_15,11.09.2018,2991500,187700,49000,0,0,2852800
,Банкомат_15,12.09.2018,2852800,192200,26000,0,0,2686600
,Банкомат_15,13.09.2018,2686600,198900,90000,0,0,2577700
,Банкомат_15,14.09.2018,2577700,53500,40000,0,0,2564200
,Банкомат_15,15.09.2018,2564200,44400,34000,0,0,2553800
,Банкомат_15,16.09.2018,2553800,48200,52000,0,0,2557600
,Банкомат_15,17.09.2018,2557600,53700,8000,0,0,2511900
,Банкомат_15,18.09.2018,2511900,50300,34000,0,0,2495600
,Банкомат_15,19.09.2018,2495600,53100,27000,0,0,2469500
,Банкомат_15,20.09.2018,2469500,49600,76000,0,0,2495900
,Банкомат_15,21.09.2018,2495900,54000,26000,0,0,2467900
,Банкомат_15,22.09.2018,2467900,52800,75000,0,0,2490100
,Банкомат_15,23.09.2018,2490100,43100,72000,0,0,2519000
,Банкомат_15,24.09.2018,2519000,41100,24000,0,0,2501900
,Банкомат_15,25.09.2018,2501900,47000,26000,0,0,2480900
,Банкомат_15,26.09.2018,2480900,44700,73000,0,0,2509200
,Банкомат_15,27.09.2018,2509200,41700,22000,0,0,2489500
,Банкомат_15,28.09.2018,2489500,49100,33000,0,0,2473400
,Банкомат_15,29.09.2018,2473400,49800,25000,0,0,2448600
,Банкомат_15,30.09.2018,2448600,48700,17000,0,0,2416900
,Банкомат_15,01.10.2018,2416900,165400,82000,0,0,2333500
,Банкомат_15,02.10.2018,2333500,186100,31000,0,0,2178400
,Банкомат_15,03.10.2018,2178400,179100,43000,0,0,2042300
,Банкомат_15,04.10.2018,2042300,50400,4000,0,0,1995900
,Банкомат_15,05.10.2018,1995900,50500,82000,0,0,2027400
,Банкомат_15,06.10.2018,2027400,43300,24000,0,0,2008100
,Банкомат_15,07.10.2018,2008100,51300,98000,0,0,2054800
,Банкомат_15,08.10.2018,2054800,51300,66000,0,0,2069500
,Банкомат_15,09.10.2018,2069500,157600,54000,0,0,1965900
,Банкомат_15,10.10.2018,1965900,163400,30000,0,0,1832500
,Банкомат_15,11.10.2018,1832500,177900,92000,0,0,1746600
,Банкомат_15,12.10.2018,1746600,166500,12000,0,0,1592100
,Банкомат_15,13.10.2018,1592100,164600,59000,0,0,1486500
,Банкомат_15,14.10.2018,1486500,48700,27000,0,0,1464800
,Банкомат_15,15.10.2018,1464800,54000,71000,0,0,1481800
,Банкомат_15,16.10.2018,1481800,50100,78000,0,0,1509700
,Банкомат_15,17.10.2018,1509700,55300,5000,0,0,1459400
,Банкомат_15,18.10.2018,1459400,51700,90000,0,0,1497700
,Банкомат_15,19.10.2018,1497700,50400,89000,0,0,1536300
,Банкомат_15,20.10.2018,1536300,55100,77000,0,0,1558200
,Банкомат_15,21.10.2018,1558200,52700,7000,0,0,1512500
,Банкомат_15,22.10.2018,1512500,46500,64000,0,0,1530000
,Банкомат_15,23.10.2018,1530000,48800,27000,0,0,1508200
,Банкомат_15,24.10.2018,1508200,48200,50000,0,0,1510000
,Банкомат_15,25.10.2018,1510000,48300,19000,0,0,1480700
,Банкомат_15,26.10.2018,1480700,41600,80000,0,0,1519100
,Банкомат_15,27.10.2018,1519100,45800,67000,0,0,1540300
,Банкомат_15,28.10.2018,1540300,40500,34000,0,0,1533800
,Банкомат_15,29.10.2018,1533800,42300,47000,0,0,1538500
,Банкомат_15,30.10.2018,1538500,41800,46000,0,0,1542700
,Банкомат_15,31.10.2018,1542700,54500,58000,0,0,1546200
,Банкомат_15,01.11.2018,1546200,194100,99000,0,0,1451100
,Банкомат_15,02.11.2018,1451100,152800,49000,0,0,1347300
,Банкомат_15,03.11.2018,1347300,145900,100000,0,0,1301400
,Банкомат_15,04.11.2018,1301400,50000,35000,0,0,1286400
,Банкомат_15,05.11.2018,1286400,51800,82000,0,0,1316600
,Банкомат_15,06.11.2018,1316600,50700,53000,0,0,1318900
,Банкомат_15,07.11.2018,1318900,52700,81000,0,0,1347200
,Банкомат_15,08.11.2018,1347200,51700,52000,0,0,1347500
,Банкомат_15,09.11.2018,1347500,155400,12000,0,0,1204100
,Банкомат_15,10.11.2018,1204100,145400,95000,0,0,1153700
,Банкомат_15,11.11.2018,1153700,154800,16000,0,0,1014900
,Банкомат_15,12.11.2018,1014900,184200,48000,0,0,878700
,Банкомат_15,13.11.2018,878700,147500,95000,0,0,826200
,Банкомат_15,14.11.2018,826200,51400,70000,0,0,844800
,Банкомат_15,15.11.2018,844800,47800,11000,0,0,808000
,Банкомат_15,16.11.2018,808000,49900,50000,0,0,808100
,Банкомат_15,17.11.2018,808100,50900,40000,0,0,797200
,Банкомат_15,18.11.2018,797200,40900,4000,0,0,760300
,Банкомат_15,19.11.2018,760300,44000,67000,0,0,783300
,Банкомат_15,20.11.2018,783300,41400,66000,0,0,807900
,Банкомат_15,21.11.2018,807900,54100,51000,0,0,804800
,Банкомат_15,22.11.2018,804800,41900,85000,0,0,847900
,Банкомат_15,23.11.2018,847900,43000,66000,0,0,870900
,Банкомат_15,24.11.2018,870900,42900,26000,0,0,854000
,Банкомат_15,25.11.2018,854000,40100,58000,0,0,871900
,Банкомат_15,26.11.2018,871900,53700,81000,0,0,899200
,Банкомат_15,27.11.2018,899200,51800,14000,0,0,861400
,Банкомат_15,28.11.2018,861400,45500,81000,0,0,896900
,Банкомат_15,29.11.2018,896900,45000,25000,0,0,876900
,Банкомат_15,30.11.2018,876900,49300,78000,0,0,905600
,Банкомат_15,01.12.2018,905600,170300,76000,0,0,811300
,Банкомат_15,02.12.2018,811300,181900,48000,0,0,677400
,Банкомат_15,03.12.2018,677400,187400,59000,0,0,549000
,Банкомат_15,04.12.2018,549000,51800,77000,0,0,574200
,Банкомат_15,05.12.2018,574200,40500,58000,0,0,591700
,Банкомат_15,06.12.2018,591700,44100,59000,0,0,606600
,Банкомат_15,07.12.2018,606600,40100,52000,0,0,618500
,Банкомат_15,08.12.2018,618500,47700,86000,0,0,656800
,Банкомат_15,09.12.2018,656800,168300,9000,0,0,497500
,Банкомат_15,10.12.2018,497500,166700,17000,0,0,347800
,Банкомат_15,11.12.2018,347800,188300,43000,4000000,347800,3854700
,Банкомат_15,12.12.2018,3854700,159500,76000,0,0,3771200
,Банкомат_15,13.12.2018,3771200,184900,53000,0,0,3639300
,Банкомат_15,14.12.2018,3639300,46600,24000,0,0,3616700
,Банкомат_15,15.12.2018,3616700,53500,34000,0,0,3597200
,Банкомат_15,16.12.2018,3597200,40000,85000,0,0,3642200
,Банкомат_15,17.12.2018,3642200,55800,56000,0,0,3642400
,Банкомат_15,18.12.2018,3642400,48000,88000,0,0,3682400
,Банкомат_15,19.12.2018,3682400,55700,57000,0,0,3683700
,Банкомат_15,20.12.2018,3683700,52600,64000,0,0,3695100
,Банкомат_15,21.12.2018,3695100,54900,91000,0,0,3731200
,Банкомат_15,22.12.2018,3731200,52900,78000,0,0,3756300
,Банкомат_15,23.12.2018,3756300,50400,19000,0,0,3724900
,Банкомат_15,24.12.2018,3724900,49300,13000,0,0,3688600
,Банкомат_15,25.12.2018,3688600,41100,66000,0,0,3713500
,Банкомат_15,26.12.2018,3713500,44600,8000,0,0,3676900
,Банкомат_15,27.12.2018,3676900,44500,60000,0,0,3692400
,Банкомат_15,28.12.2018,3692400,52000,92000,0,0,3732400
,Банкомат_15,29.12.2018,3732400,54700,36000,0,0,3713700
,Банкомат_15,30.12.2018,3713700,52100,26000,0,0,3687600
,Банкомат_15,31.12.2018,3687600,44800,12000,0,0,3654800
,Банкомат_16,01.01.2018,3580000,144500,23000,0,0,3458500
,Банкомат_16,02.01.2018,3458500,125200,58000,0,0,3391300
,Банкомат_16,03.01.2018,3391300,112500,77000,0,0,3355800
,Банкомат_16,04.01.2018,3355800,21400,54000,0,0,3388400
,Банкомат_16,05.01.2018,3388400,26900,65000,0,0,3426500
,Банкомат_16,06.01.2018,3426500,24400,91000,0,0,3493100
,Банкомат_16,07.01.2018,3493100,27500,35000,0,0,3500600
,Банкомат_16,08.01.2018,3500600,23000,32000,0,0,3509600
,Банкомат_16,09.01.2018,3509600,136600,24000,0,0,3397000
,Банкомат_16,10.01.2018,3397000,114600,14000,0,0,3296400
,Банкомат_16,11.01.2018,3296400,117900,64000,0,0,3242500
,Банкомат_16,12.01.2018,3242500,136500,80000,0,0,3186000
,Банкомат_16,13.01.2018,3186000,147500,41000,0,0,3079500
,Банкомат_16,14.01.2018,3079500,20100,14000,0,0,3073400
,Банкомат_16,15.01.2018,3073400,26500,54000,0,0,3100900
,Банкомат_16,16.01.2018,3100900,23600,32000,0,0,3109300
,Банкомат_16,17.01.2018,3109300,21100,39000,0,0,3127200
,Банкомат_16,18.01.2018,3127200,21300,97000,0,0,3202900
,Банкомат_16,19.01.2018,3202900,26700,2000,0,0,3178200
,Банкомат_16,20.01.2018,3178200,24500,48000,0,0,3201700
,Банкомат_16,21.01.2018,3201700,22000,85000,0,0,3264700
,Банкомат_16,22.01.2018,3264700,22800,29000,0,0,3270900
,Банкомат_16,23.01.2018,3270900,22900,26000,0,0,3274000
,Банкомат_16,24.01.2018,3274000,21800,36000,0,0,3288200
,Банкомат_16,25.01.2018,3288200,22600,20000,0,0,3285600
,Банкомат_16,26.01.2018,3285600,23300,11000,0,0,3273300
,Банкомат_16,27.01.2018,3273300,27100,58000,0,0,3304200
,Банкомат_16,28.01.2018,3304200,27300,21000,0,0,3297900
,Банкомат_16,29.01.2018,3297900,20700,6000,0,0,3283200
,Банкомат_16,30.01.2018,3283200,25200,83000,0,0,3341000
,Банкомат_16,31.01.2018,3341000,27400,60000,0,0,3373600
,Банкомат_16,01.02.2018,3373600,131900,59000,0,0,3300700
,Банкомат_16,02.02.2018,3300700,118800,76000,0,0,3257900
,Банкомат_16,03.02.2018,3257900,130600,92000,0,0,3219300
,Банкомат_16,04.02.2018,3219300,26000,79000,0,0,3272300
,Банкомат_16,05.02.2018,3272300,27700,42000,0,0,3286600
,Банкомат_16,06.02.2018,3286600,27600,70000,0,0,3329000
,Банкомат_16,07.02.2018,3329000,24600,80000,0,0,3384400
,Банкомат_16,08.02.2018,3384400,25700,77000,0,0,3435700
,Банкомат_16,09.02.2018,3435700,107000,16000,0,0,3344700
,Банкомат_16,10.02.2018,3344700,132600,57000,0,0,3269100
,Банкомат_16,11.02.2018,3269100,125700,6000,0,0,3149400
,Банкомат_16,12.02.2018,3149400,126300,85000,0,0,3108100
,Банкомат_16,13.02.2018,3108100,144300,49000,0,0,3012800
,Банкомат_16,14.02.2018,3012800,26300,95000,0,0,3081500
,Банкомат_16,15.02.2018,3081500,20700,52000,0,0,3112800
,Банкомат_16,16.02.2018,3112800,25800,95000,0,0,3182000
,Банкомат_16,17.02.2018,3182000,20900,10000,0,0,3171100
,Банкомат_16,18.02.2018,3171100,27400,91000,0,0,3234700
,Банкомат_16,19.02.2018,3234700,22300,48000,0,0,3260400
,Банкомат_16,20.02.2018,3260400,25600,31000,0,0,3265800
,Банкомат_16,21.02.2018,3265800,27200,61000,0,0,3299600
,Банкомат_16,22.02.2018,3299600,25800,54000,0,0,3327800
,Банкомат_16,23.02.2018,3327800,23300,66000,0,0,3370500
,Банкомат_16,24.02.2018,3370500,27600,26000,0,0,3368900
,Банкомат_16,25.02.2018,3368900,27400,75000,0,0,3416500
,Банкомат_16,26.02.2018,3416500,23900,48000,0,0,3440600
,Банкомат_16,27.02.2018,3440600,21900,3000,0,0,3421700
,Банкомат_16,28.02.2018,3421700,21600,37000,0,0,3437100
,Банкомат_16,01.03.2018,3437100,130100,53000,0,0,3360000
,Банкомат_16,02.03.2018,3360000,143400,96000,0,0,3312600
,Банкомат_16,03.03.2018,3312600,147300,8000,0,0,3173300
,Банкомат_16,04.03.2018,3173300,24300,47000,0,0,3196000
,Банкомат_16,05.03.2018,3196000,20700,27000,0,0,3202300
,Банкомат_16,06.03.2018,3202300,24600,47000,0,0,3224700
,Банкомат_16,07.03.2018,3224700,24200,16000,0,0,3216500
,Банкомат_16,08.03.2018,3216500,24200,11000,0,0,3203300
,Банкомат_16,09.03.2018,3203300,130200,15000,0,0,3088100
,Банкомат_16,10.03.2018,3088100,106800,31000,0,0,3012300
,Банкомат_16,11.03.2018,3012300,124000,71000,0,0,2959300
,Банкомат_16,12.03.2018,2959300,143300,82000,0,0,2898000
,Банкомат_16,13.03.2018,2898000,130100,35000,0,0,2802900
,Банкомат_16,14.03.2018,2802900,24100,78000,0,0,2856800
,Банкомат_16,15.03.2018,2856800,26900,20000,0,0,2849900
,Банкомат_16,16.03.2018,2849900,27100,62000,0,0,2884800
,Банкомат_16,17.03.2018,2884800,23800,97000,0,0,2958000
,Банкомат_16,18.03.2018,2958000,21500,14000,0,0,2950500
,Банкомат_16,19.03.2018,2950500,21400,61000,0,0,2990100
,Банкомат_16,20.03.2018,2990100,21300,67000,0,0,3035800
,Банкомат_16,21.03.2018,3035800,22300,73000,0,0,3086500
,Банкомат_16,22.03.2018,3086500,21800,53000,0,0,3117700
,Банкомат_16,23.03.2018,3117700,20500,44000,0,0,3141200
,Банкомат_16,24.03.2018,3141200,23300,49000,0,0,3166900
,Банкомат_16,25.03.2018,3166900,25300,19000,0,0,3160600
,Банкомат_16,26.03.2018,3160600,22600,20000,0,0,3158000
,Банкомат_16,27.03.2018,3158000,26500,38000,0,0,3169500
,Банкомат_16,28.03.2018,3169500,25300,26000,0,0,3170200
,Банкомат_16,29.03.2018,3170200,23300,88000,0,0,3234900
,Банкомат_16,30.03.2018,3234900,23500,53000,0,0,3264400
,Банкомат_16,31.03.2018,3264400,26300,3000,0,0,3241100
,Банкомат_16,01.04.2018,3241100,124900,62000,0,0,3178200
,Банкомат_16,02.04.2018,3178200,135100,74000,0,0,3117100
,Банкомат_16,03.04.2018,3117100,145200,16000,0,0,2987900
,Банкомат_16,04.04.2018,2987900,20800,78000,0,0,3045100
,Банкомат_16,05.04.2018,3045100,26500,42000,0,0,3060600
,Банкомат_16,06.04.2018,3060600,23600,42000,0,0,3079000
,Банкомат_16,07.04.2018,3079000,26200,65000,0,0,3117800
,Банкомат_16,08.04.2018,3117800,21300,43000,0,0,3139500
,Банкомат_16,09.04.2018,3139500,149200,75000,0,0,3065300
,Банкомат_16,10.04.2018,3065300,132800,75000,0,0,3007500
,Банкомат_16,11.04.2018,3007500,129000,45000,0,0,2923500
,Банкомат_16,12.04.2018,2923500,110700,2000,0,0,2814800
,Банкомат_16,13.04.2018,2814800,105400,6000,0,0,2715400
,Банкомат_16,14.04.2018,2715400,23300,9000,0,0,2701100
,Банкомат_16,15.04.2018,2701100,27200,24000,0,0,2697900
,Банкомат_16,16.04.2018,2697900,20600,4000,0,0,2681300
,Банкомат_16,17.04.2018,2681300,27300,26000,0,0,2680000
,Банкомат_16,18.04.2018,2680000,22700,28000,0,0,2685300
,Банкомат_16,19.04.2018,2685300,26400,36000,0,0,2694900
,Банкомат_16,20.04.2018,2694900,21800,78000,0,0,2751100
,Банкомат_16,21.04.2018,2751100,23400,6000,0,0,2733700
,Банкомат_16,22.04.2018,2733700,26900,51000,0,0,2757800
,Банкомат_16,23.04.2018,2757800,24200,62000,0,0,2795600
,Банкомат_16,24.04.2018,2795600,21200,53000,0,0,2827400
,Банкомат_16,25.04.2018,2827400,22000,89000,0,0,2894400
,Банкомат_16,26.04.2018,2894400,21700,83000,0,0,2955700
,Банкомат_16,27.04.2018,2955700,27000,35000,0,0,2963700
,Банкомат_16,28.04.2018,2963700,23700,54000,0,0,2994000
,Банкомат_16,29.04.2018,2994000,25300,60000,0,0,3028700
,Банкомат_16,30.04.2018,3028700,23400,78000,0,0,3083300
,Банкомат_16,01.05.2018,3083300,124400,60000,0,0,3018900
,Банкомат_16,02.05.2018,3018900,112000,56000,0,0,2962900
,Банкомат_16,03.05.2018,2962900,148300,100000,0,0,2914600
,Банкомат_16,04.05.2018,2914600,21400,77000,0,0,2970200
,Банкомат_16,05.05.2018,2970200,25200,92000,0,0,3037000
,Банкомат_16,06.05.2018,3037000,25600,43000,0,0,3054400
,Банкомат_16,07.05.2018,3054400,20800,51000,0,0,3084600
,Банкомат_16,08.05.2018,3084600,26200,10000,0,0,3068400
,Банкомат_16,09.05.2018,3068400,123300,90000,0,0,3035100
,Банкомат_16,10.05.2018,3035100,134100,62000,0,0,2963000
,Банкомат_16,11.05.2018,2963000,136700,50000,0,0,2876300
,Банкомат_16,12.05.2018,2876300,110600,5000,0,0,2770700
,Банкомат_16,13.05.2018,2770700,115900,29000,0,0,2683800
,Банкомат_16,14.05.2018,2683800,20700,98000,0,0,2761100
,Банкомат_16,15.05.2018,2761100,21500,50000,0,0,2789600
,Банкомат_16,16.05.2018,2789600,20200,75000,0,0,2844400
,Банкомат_16,17.05.2018,2844400,21200,51000,0,0,2874200
,Банкомат_16,18.05.2018,2874200,21700,72000,0,0,2924500
,Банкомат_16,19.05.2018,2924500,21700,12000,0,0,2914800
,Банкомат_16,20.05.2018,2914800,22300,83000,0,0,2975500
,Банкомат_16,21.05.2018,2975500,25900,85000,0,0,3034600
,Банкомат_16,22.05.2018,3034600,25000,72000,0,0,3081600
,Банкомат_16,23.05.2018,3081600,24900,7000,0,0,3063700
,Банкомат_16,24.05.2018,3063700,25100,52000,0,0,3090600
,Банкомат_16,25.05.2018,3090600,26500,79000,0,0,3143100
,Банкомат_16,26.05.2018,3143100,23300,61000,0,0,3180800
,Банкомат_16,27.05.2018,3180800,20100,54000,0,0,3214700
,Банкомат_16,28.05.2018,3214700,24200,88000,0,0,3278500
,Банкомат_16,29.05.2018,3278500,28000,7000,0,0,3257500
,Банкомат_16,30.05.2018,3257500,20600,56000,0,0,3292900
,Банкомат_16,31.05.2018,3292900,26200,97000,0,0,3363700
,Банкомат_16,01.06.2018,3363700,127600,60000,0,0,3296100
,Банкомат_16,02.06.2018,3296100,117300,72000,0,0,3250800
,Банкомат_16,03.06.2018,3250800,128400,28000,0,0,3150400
,Банкомат_16,04.06.2018,3150400,22400,93000,0,0,3221000
,Банкомат_16,05.06.2018,3221000,25200,72000,0,0,3267800
,Банкомат_16,06.06.2018,3267800,25100,40000,0,0,3282700
,Банкомат_16,07.06.2018,3282700,24900,10000,0,0,3267800
,Банкомат_16,08.06.2018,3267800,23700,44000,0,0,3288100
,Банкомат_16,09.06.2018,3288100,106900,16000,0,0,3197200
,Банкомат_16,10.06.2018,3197200,138500,71000,0,0,3129700
,Банкомат_16,11.06.2018,3129700,136500,58000,0,0,3051200
,Банкомат_16,12.06.2018,3051200,112000,64000,0,0,3003200
,Банкомат_16,13.06.2018,3003200,136000,16000,0,0,2883200
,Банкомат_16,14.06.2018,2883200,25500,93000,0,0,2950700
,Банкомат_16,15.06.2018,2950700,24900,99000,0,0,3024800
,Банкомат_16,16.06.2018,3024800,26900,3000,0,0,3000900
,Банкомат_16,17.06.2018,3000900,26600,26000,0,0,3000300
,Банкомат_16,18.06.2018,3000300,24700,4000,0,0,2979600
,Банкомат_16,19.06.2018,2979600,22700,55000,0,0,3011900
,Банкомат_16,20.06.2018,3011900,27500,51000,0,0,3035400
,Банкомат_16,21.06.2018,3035400,22900,26000,0,0,3038500
,Банкомат_16,22.06.2018,3038500,20600,80000,0,0,3097900
,Банкомат_16,23.06.2018,3097900,26700,42000,0,0,3113200
,Банкомат_16,24.06.2018,3113200,27000,80000,0,0,3166200
,Банкомат_16,25.06.2018,3166200,20900,49000,0,0,3194300
,Банкомат_16,26.06.2018,3194300,22600,23000,0,0,3194700
,Банкомат_16,27.06.2018,3194700,22000,15000,0,0,3187700
,Банкомат_16,28.06.2018,3187700,23200,50000,0,0,3214500
,Банкомат_16,29.06.2018,3214500,21500,80000,0,0,3273000
,Банкомат_16,30.06.2018,3273000,23300,60000,0,0,3309700
,Банкомат_16,01.07.2018,3309700,138000,80000,0,0,3251700
,Банкомат_16,02.07.2018,3251700,132600,91000,0,0,3210100
,Банкомат_16,03.07.2018,3210100,132300,12000,0,0,3089800
,Банкомат_16,04.07.2018,3089800,23200,79000,0,0,3145600
,Банкомат_16,05.07.2018,3145600,26500,91000,0,0,3210100
,Банкомат_16,06.07.2018,3210100,20900,45000,0,0,3234200
,Банкомат_16,07.07.2018,3234200,23700,70000,0,0,3280500
,Банкомат_16,08.07.2018,3280500,21900,10000,0,0,3268600
,Банкомат_16,09.07.2018,3268600,121600,61000,0,0,3208000
,Банкомат_16,10.07.2018,3208000,121500,94000,0,0,3180500
,Банкомат_16,11.07.2018,3180500,125300,24000,0,0,3079200
,Банкомат_16,12.07.2018,3079200,105700,81000,0,0,3054500
,Банкомат_16,13.07.2018,3054500,145400,6000,0,0,2915100
,Банкомат_16,14.07.2018,2915100,22300,70000,0,0,2962800
,Банкомат_16,15.07.2018,2962800,23900,59000,0,0,2997900
,Банкомат_16,16.07.2018,2997900,26800,36000,0,0,3007100
,Банкомат_16,17.07.2018,3007100,25800,48000,0,0,3029300
,Банкомат_16,18.07.2018,3029300,21300,19000,0,0,3027000
,Банкомат_16,19.07.2018,3027000,23600,26000,0,0,3029400
,Банкомат_16,20.07.2018,3029400,26200,46000,0,0,3049200
,Банкомат_16,21.07.2018,3049200,27200,70000,0,0,3092000
,Банкомат_16,22.07.2018,3092000,24500,25000,0,0,3092500
,Банкомат_16,23.07.2018,3092500,23300,25000,0,0,3094200
,Банкомат_16,24.07.2018,3094200,20800,89000,0,0,3162400
,Банкомат_16,25.07.2018,3162400,24500,73000,0,0,3210900
,Банкомат_16,26.07.2018,3210900,23000,54000,0,0,3241900
,Банкомат_16,27.07.2018,3241900,22900,78000,0,0,3297000
,Банкомат_16,28.07.2018,3297000,21200,17000,0,0,3292800
,Банкомат_16,29.07.2018,3292800,24600,41000,0,0,3309200
,Банкомат_16,30.07.2018,3309200,20900,99000,0,0,3387300
,Банкомат_16,31.07.2018,3387300,21400,8000,0,0,3373900
,Банкомат_16,01.08.2018,3373900,137400,97000,0,0,3333500
,Банкомат_16,02.08.2018,3333500,107200,77000,0,0,3303300
,Банкомат_16,03.08.2018,3303300,128400,83000,0,0,3257900
,Банкомат_16,04.08.2018,3257900,21900,84000,0,0,3320000
,Банкомат_16,05.08.2018,3320000,25300,94000,0,0,3388700
,Банкомат_16,06.08.2018,3388700,20200,84000,0,0,3452500
,Банкомат_16,07.08.2018,3452500,26700,13000,0,0,3438800
,Банкомат_16,08.08.2018,3438800,25100,11000,0,0,3424700
,Банкомат_16,09.08.2018,3424700,132400,45000,0,0,3337300
,Банкомат_16,10.08.2018,3337300,121300,26000,0,0,3242000
,Банкомат_16,11.08.2018,3242000,138600,5000,0,0,3108400
,Банкомат_16,12.08.2018,3108400,137100,14000,0,0,2985300
,Банкомат_16,13.08.2018,2985300,135800,59000,0,0,2908500
,Банкомат_16,14.08.2018,2908500,21100,69000,0,0,2956400
,Банкомат_16,15.08.2018,2956400,21800,15000,0,0,2949600
,Банкомат_16,16.08.2018,2949600,27500,71000,0,0,2993100
,Банкомат_16,17.08.2018,2993100,25900,84000,0,0,3051200
,Банкомат_16,18.08.2018,3051200,21600,28000,0,0,3057600
,Банкомат_16,19.08.2018,3057600,24100,92000,0,0,3125500
,Банкомат_16,20.08.2018,3125500,26900,62000,0,0,3160600
,Банкомат_16,21.08.2018,3160600,27400,70000,0,0,3203200
,Банкомат_16,22.08.2018,3203200,26000,10000,0,0,3187200
,Банкомат_16,23.08.2018,3187200,24600,97000,0,0,3259600
,Банкомат_16,24.08.2018,3259600,27400,67000,0,0,3299200
,Банкомат_16,25.08.2018,3299200,23700,16000,0,0,3291500
,Банкомат_16,26.08.2018,3291500,20600,25000,0,0,3295900
,Банкомат_16,27.08.2018,3295900,22700,43000,0,0,3316200
,Банкомат_16,28.08.2018,3316200,23600,75000,0,0,3367600
,Банкомат_16,29.08.2018,3367600,21600,66000,0,0,3412000
,Банкомат_16,30.08.2018,3412000,22700,28000,0,0,3417300
,Банкомат_16,31.08.2018,3417300,27400,25000,0,0,3414900
,Банкомат_16,01.09.2018,3414900,138500,18000,0,0,3294400
,Банкомат_16,02.09.2018,3294400,135600,67000,0,0,3225800
,Банкомат_16,03.09.2018,3225800,144600,35000,0,0,3116200
,Банкомат_16,04.09.2018,3116200,25600,88000,0,0,3178600
,Банкомат_16,05.09.2018,3178600,26700,55000,0,0,3206900
,Банкомат_16,06.09.2018,3206900,24400,31000,0,0,3213500
,Банкомат_16,07.09.2018,3213500,24100,36000,0,0,3225400
,Банкомат_16,08.09.2018,3225400,22600,4000,0,0,3206800
,Банкомат_16,09.09.2018,3206800,121200,28000,0,0,3113600
,Банкомат_16,10.09.2018,3113600,105100,40000,0,0,3048500
,Банкомат_16,11.09.2018,3048500,106100,33000,0,0,2975400
,Банкомат_16,12.09.2018,2975400,149800,81000,0,0,2906600
,Банкомат_16,13.09.2018,2906600,114700,90000,0,0,2881900
,Банкомат_16,14.09.2018,2881900,23300,47000,0,0,2905600
,Банкомат_16,15.09.2018,2905600,20400,53000,0,0,2938200
,Банкомат_16,16.09.2018,2938200,22400,52000,0,0,2967800
,Банкомат_16,17.09.2018,2967800,25500,58000,0,0,3000300
,Банкомат_16,18.09.2018,3000300,26700,80000,0,0,3053600
,Банкомат_16,19.09.2018,3053600,26100,29000,0,0,3056500
,Банкомат_16,20.09.2018,3056500,25400,82000,0,0,3113100
,Банкомат_16,21.09.2018,3113100,24400,88000,0,0,3176700
,Банкомат_16,22.09.2018,3176700,22900,83000,0,0,3236800
,Банкомат_16,23.09.2018,3236800,23400,23000,0,0,3236400
,Банкомат_16,24.09.2018,3236400,21500,4000,0,0,3218900
